"addr_short","ISIid","author","address","lon","lat"
" Santa Cruz De Tenerife 38120,  Spain","WOS:000305068800009","Jerez, S."," Inst Espanol Oceanog, Ctr Oceanog Canarias, Santa Cruz De Tenerife 38120, Spain",-16.2,28.5
" Santa Cruz De Tenerife 38120,  Spain","WOS:000305068800009","Cejas, J. R."," Inst Espanol Oceanog, Ctr Oceanog Canarias, Santa Cruz De Tenerife 38120, Spain",-16.2,28.5
" Santa Cruz De Tenerife 38120,  Spain","WOS:000305068800009","Martin, M. V."," Inst Espanol Oceanog, Ctr Oceanog Canarias, Santa Cruz De Tenerife 38120, Spain",-16.2,28.5
" Santa Cruz de Tenerife 38005,  Spain","WOS:000323930400009","Almansa, Eduardo"," Inst Espanol Oceanog, Ctr Oceanog Canarias, Santa Cruz de Tenerife 38005, Spain",-16.3,28.5
" Santa Cruz de Tenerife 38206,  Spain","WOS:000323930400009","Rodriguez, Elena"," Univ La Laguna, Fac Quim, Dept Quim Analit Nutr & Bromatol, Area Nutr & Bromatol, Santa Cruz de Tenerife 38206, Spain",-16.3,28.5
" Santa Cruz de Tenerife 38206,  Spain","WOS:000323930400009","Lorenzo, Antonio"," Univ La Laguna, Fac Biol, Dept Biol Anim UDI Fisiol, Santa Cruz de Tenerife 38206, Spain",-16.3,28.5
" Santa Cruz,  CA 95060 USA","WOS:000300491200014","MacCall, Alec D.","NOAA, SW Fisheries Sci Ctr, Natl Marine Fisheries Serv, Fisheries Ecol Div, Santa Cruz, CA 95060 USA",-122,37
" Santa Cruz,  CA 95060 USA","WOS:000307723300022","Breed, G. A."," UC Santa Cruz, Long Marine Lab, Santa Cruz, CA 95060 USA",-122,37
" Santa Cruz,  CA 95060 USA","WOS:000309103900006","Munch, Stephan B."," NOAA, Fisheries Ecol Div, SW Fisheries Sci Ctr, Natl Marine Fisheries Serv, Santa Cruz, CA 95060 USA",-122,37
" Santa Cruz,  CA 95060 USA","WOS:000309959900007","Munch, Stephan B."," Natl Marine Fisheries Serv, Fisheries Ecol Div, SW Fisheries Sci Ctr, NOAA, Santa Cruz, CA 95060 USA",-122,37
" Santa Cruz,  CA 95060 USA","WOS:000320105100002","Munch, Stephan B."," SW Fisheries Sci Ctr, Santa Cruz, CA 95060 USA",-122,37
" Santa Cruz,  CA 95060 USA","WOS:000321008200016","Munch, Stephan B."," SW Fisheries Sci Ctr, Santa Cruz, CA 95060 USA",-122,37
" Santa Cruz,  CA 95060 USA","WOS:000325306300003","Estes, James A."," Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz, CA 95060 USA",-122,37
" Santa Cruz,  CA 95060 USA","WOS:000343315900010","Garza, John Carlos"," NOAA, SW Fisheries Sci Ctr, Santa Cruz, CA 95060 USA",-122,37
" Santa Cruz,  CA 95064 USA","WOS:000305521000005","Fronczyk, Kassandra"," Univ Calif Santa Cruz, Dept Appl Math & Stat, Baskin Sch Engn, Santa Cruz, CA 95064 USA",-122.1,37
" Santa Cruz,  CA 95064 USA","WOS:000305521000005","Kottas, Athanasios"," Univ Calif Santa Cruz, Dept Appl Math & Stat, Baskin Sch Engn, Santa Cruz, CA 95064 USA",-122.1,37
" Santa Cruz,  CA 95064 USA","WOS:000309827300008","Breed, Greg A."," Univ Calif Santa Cruz, Long Marine Lab, Santa Cruz, CA 95064 USA",-122.1,37
" Santa Cruz,  CA 95064 USA","WOS:000309959900007","Shelton, Andrew O."," Univ Calif Santa Cruz, Ctr Stock Assessment Res, Santa Cruz, CA 95064 USA",-122.1,37
" Santa Cruz,  CA 95064 USA","WOS:000309959900007","Mangel, Marc"," Univ Calif Santa Cruz, Ctr Stock Assessment Res, Santa Cruz, CA 95064 USA",-122.1,37
" Santa Cruz,  CA 95064 USA","WOS:000309959900007","Mangel, Marc"," Univ Calif Santa Cruz, Dept Appl Math & Stat, Jack Baskin Sch Engn, Santa Cruz, CA 95064 USA",-122.1,37
" Santa Cruz,  CA 95064 USA","WOS:000332749800007","Fiechter, Jerome"," Univ Calif Santa Cruz, Inst Marine Sci, Santa Cruz, CA 95064 USA",-122.1,37
" Santa Cruz,  CA 95064 USA","WOS:000350209600006","Salinas, Santiago"," Univ Calif Santa Cruz, Ctr Stock Assessment Res, Santa Cruz, CA 95064 USA",-122.1,37
" Santa Cruz,  CA USA","WOS:000310543800001","Munch, Stephan B."," Natl Marine Fisheries Serv, Santa Cruz, CA USA",-122,37
" Santa Cruz,  CA USA","WOS:000343317100018","Sogard, Susan M."," NOAA, SW Fisheries Sci Ctr, Natl Marine Fisheries Serv, Santa Cruz, CA USA",-122,37
" Santa Cruz,  CA USA","WOS:000350209600006","Munch, Stephan B."," NOAA, Southwest Fisheries Sci Ctr, Santa Cruz, CA USA",-122,37
" Santa Marta,  Colombia","WOS:000317938000006","Effer Roldan, Brian"," Univ Magdalena, Fac Ingn, Programa Ingn Pesquera, Santa Marta, Colombia",-74.2,11.2
" Santa Marta,  Colombia","WOS:000317938000006","Sanchez Rueda, Ruben"," Univ Magdalena, Fac Ingn, Programa Ingn Pesquera, Santa Marta, Colombia",-74.2,11.2
" Santa Marta,  Colombia","WOS:000317938000006","Ubilla Madrid, Andrea"," Univ Magdalena, Fac Ingn, Programa Ingn Pesquera, Santa Marta, Colombia",-74.2,11.2
" Santa Marta,  Colombia","WOS:000317938000006","Figueroa Villalobos, Elias"," Univ Magdalena, Fac Ingn, Programa Ingn Pesquera, Santa Marta, Colombia",-74.2,11.2
" Santa Marta,  Colombia","WOS:000317938000006","Valdebenito Isler, Ivan"," Univ Magdalena, Fac Ingn, Programa Ingn Pesquera, Santa Marta, Colombia",-74.2,11.2
" Santander 39080,  Spain","WOS:000332408400006","Martin, Ignacio"," Spanish Inst Oceanog, Santander Oceanog Ctr, Santander 39080, Spain",-5.3,37.2
" Santander 39080,  Spain","WOS:000332408400006","Rasines, Inmaculada"," Spanish Inst Oceanog, Santander Oceanog Ctr, Santander 39080, Spain",-5.3,37.2
" Santander 39080,  Spain","WOS:000332408400006","Gomez, Marcos"," Spanish Inst Oceanog, Santander Oceanog Ctr, Santander 39080, Spain",-5.3,37.2
" Santander 39080,  Spain","WOS:000332408400006","Rodriguez, Cristina"," Spanish Inst Oceanog, Santander Oceanog Ctr, Santander 39080, Spain",-5.3,37.2
" Santander 39080,  Spain","WOS:000332408400006","Chereguini, Olvido"," Spanish Inst Oceanog, Santander Oceanog Ctr, Santander 39080, Spain",-5.3,37.2
" Santiago De Compostela 15782,  Spain","WOS:000305724000012","Villasante, Sebastian","[Villasante, Sebastian] Univ Santiago Compostela, Fac Econ & Business Adm, Dept Appl Econ, Santiago De Compostela 15782, Spain",-8.6,42.9
" Santiago De Compostela 15782,  Spain","WOS:000305724000013","Villasante, Sebastian"," Univ Santiago Compostela, Fac Econ & Business Adm, Dept Appl Econ, Santiago De Compostela 15782, Spain",-8.6,42.9
" Santiago De Compostela 15782,  Spain","WOS:000316609800069","Alvarez-Dios, Jose-Antonio"," Univ Santiago de Compostela, Fac Math, Dept Appl Math, Santiago De Compostela 15782, Spain",-8.6,42.9
" Santiago De Compostela 15782,  Spain","WOS:000324048800012","Villasante, Sebastian"," Univ Santiago de Compostela, Fac Econ & Business Adm, Dept Appl Econ, Santiago De Compostela 15782, Spain",-8.6,42.9
" Santiago De Compostela 15782,  Spain","WOS:000324048800012","Rodriguez-Gonazlez, David"," Univ Santiago de Compostela, Fac Econ & Business Adm, Dept Quantitat Econ, Santiago De Compostela 15782, Spain",-8.6,42.9
" Santiago De Compostela 15782,  Spain","WOS:000324048800012","Antelo, Manel"," Univ Santiago de Compostela, Fac Econ & Business Adm, Dept Foundat Econ Anal, Santiago De Compostela 15782, Spain",-8.6,42.9
" Santiago De Compostela,  Spain","WOS:000332408400006","Martinez, Paulino"," Univ Santiago de Compostela, Fac Vet, Dept Genet, Santiago De Compostela, Spain",-8.5,42.9
" Sarasota,  FL 34240 USA","WOS:000342247200020","Rhody, Nicole R."," Mote Marine Lab, Directorate Fisheries & Aquaculture, Sarasota, FL 34240 USA",-82.3,27.3
" Sarasota,  FL 34240 USA","WOS:000342247200020","Main, Kevan L."," Mote Marine Lab, Directorate Fisheries & Aquaculture, Sarasota, FL 34240 USA",-82.3,27.3
" Sari,  Iran","WOS:000319189700008","Fazli, Hasan"," Caspian Ecol Res Ctr, Khazar Abad, Sari, Iran",53.1,36.6
" Sari,  Iran","WOS:000319189700008","Bandpei, Mohammad Ali Afraei"," Caspian Ecol Res Ctr, Khazar Abad, Sari, Iran",53.1,36.6
" Sari,  Iran","WOS:000319189700008","Pourgholam, Reza"," Caspian Ecol Res Ctr, Khazar Abad, Sari, Iran",53.1,36.6
" Sari,  Iran","WOS:000319189700008","Roohi, Aboulghasem"," Caspian Ecol Res Ctr, Khazar Abad, Sari, Iran",53.1,36.6
" Saudarkrokur,  Iceland","WOS:000336258300009","Thorarensen, H."," Holar Univ Coll, Saudarkrokur, Iceland",-19.6,65.7
" Scituate,  MA 02066 USA","WOS:000299322200018","Wiley, David"," US Natl Ocean & Atmospher Adm, Gerry E Studds Stellwagen Bank Natl Marine Sanctu, Scituate, MA 02066 USA",-70.8,42.2
" Scituate,  MA 02066 USA","WOS:000318093200013","Hatch, Leila T."," NOAA, Natl Ocean Serv, Off Natl Marine Sanctuaries, Stellwagen Bank Natl Marine Sanctuary, Scituate, MA 02066 USA",-70.8,42.2
" Seattle,  WA 98105 USA","WOS:000319876000005","Reum, Jonathan C. P."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98105 USA",-122.3,47.7
" Seattle,  WA 98105 USA","WOS:000319876000005","Essington, Timothy E."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98105 USA",-122.3,47.7
" Seattle,  WA 98112 USA","WOS:000304583200022","Holland, Daniel S."," NOAA, Natl Marine Fisheries Serv, NW Fisheries Sci Ctr, Seattle, WA 98112 USA",-122.3,47.6
" Seattle,  WA 98112 USA","WOS:000304611400046","Waples, Robin S."," NOAA, Natl Marine Fisheries Serv, NW Fisheries Sci Ctr, Seattle, WA 98112 USA",-122.3,47.6
" Seattle,  WA 98112 USA","WOS:000311651600004","Rub, A. Michelle Wargo"," NOAA, Fish Ecol Div, NW Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle, WA 98112 USA",-122.3,47.6
" Seattle,  WA 98112 USA","WOS:000319876000005","Greene, Correigh M."," NOAA, Environm Conservat Div, NW Fisheries Sci Ctr, Seattle, WA 98112 USA",-122.3,47.6
" Seattle,  WA 98112 USA","WOS:000319876000005","Rice, Casimir A."," NOAA, Environm Conservat Div, NW Fisheries Sci Ctr, Seattle, WA 98112 USA",-122.3,47.6
" Seattle,  WA 98112 USA","WOS:000319876000005","Fresh, Kurt L."," NOAA, Environm Conservat Div, NW Fisheries Sci Ctr, Seattle, WA 98112 USA",-122.3,47.6
" Seattle,  WA 98112 USA","WOS:000335104900013","Chamberlin, Joshua W."," NOAA Fisheries, NW Fisheries Sci Ctr, Seattle, WA 98112 USA",-122.3,47.6
" Seattle,  WA 98115 USA","WOS:000306322300015","Gaichas, Sarah"," NOAA, Natl Marine Fisheries Serv, Alaska Fisheries Sci Ctr, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000309125500015","TenBrink, Todd T."," NOAA, Resource Ecol & Fisheries Management Div, Alaska Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000309125500015","Buckley, Troy W."," NOAA, Resource Ecol & Fisheries Management Div, Alaska Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000312479900013","Sabine, C. L."," NOAA, Pacific Marine Environm Lab, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000315216000013","Spies, Ingrid","[Spies, Ingrid] NOAA, Natl Marine Fisheries Serv, Alaska Fisheries Sci Ctr, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000323597000011","Hollowed, Anne B."," NOAA, Alaska Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000325236400019","Spencer, Paul D."," NOAA, Natl Marine Fisheries Serv, Alaska Fisheries Sci Ctr, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000325236400019","Dorn, Martin W."," NOAA, Natl Marine Fisheries Serv, Alaska Fisheries Sci Ctr, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000329213700012","Nichol, D. G."," NOAA, Alaska Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000329213700012","Kotwicki, S."," NOAA, Alaska Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000329213700012","Zimmermann, M."," NOAA, Alaska Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000329217900014","Spencer, Paul D."," NOAA, Natl Marine Fisheries Serv, Alaska Fisheries Sci Ctr, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000338003800001","Helser, Thomas E."," Natl Ocean & Atmospher Adm, Resource Ecol & Fisheries Management Div, Alaska Fisheries Sci Ctr, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000341517800001","Thompson, Grant G."," NOAA, Natl Marine Resource Ecol & Fisheries Management, Alaska Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000345180500003","Emmenegger, Eveline J."," US Geol Survey, WFRC, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000345180500003","Glenn, Jolene A."," US Geol Survey, WFRC, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000345180500003","Winton, James R."," US Geol Survey, WFRC, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98115 USA","WOS:000345180500003","Batts, William N."," US Geol Survey, WFRC, Seattle, WA 98115 USA",-122.3,47.7
" Seattle,  WA 98119 USA","WOS:000324559700005","Ruggerone, Gregory T."," Nat Resources Consultants Inc, Seattle, WA 98119 USA",-122.4,47.6
" Seattle,  WA 98195 USA","WOS:000310273500002","Jensen, Olaf P."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000312479900013","Hunt, G. L., Jr."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000325306300005","Armstrong, David"," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000331189000010","Kendall, Neala W."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000331189000010","Punt, Andre E."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000331189000010","Quinn, Thomas P."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000332834400003","Larson, Wesley A."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000332834400003","Seeb, Lisa W."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000332834400003","Everett, Meredith V."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000332834400003","Waples, Ryan K."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000332834400003","Seeb, James E."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000335104900013","Quinn, Thomas P."," Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000341473400019","Cook, D. G."," Univ Washington, Friday Harbor Labs, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000341473400019","Brown, E. J."," Univ Washington, Friday Harbor Labs, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000341473400019","Lefevre, S."," Univ Washington, Friday Harbor Labs, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000341473400019","Domenici, P."," Univ Washington, Friday Harbor Labs, Seattle, WA 98195 USA",-122.3,47.7
" Seattle,  WA 98195 USA","WOS:000341473400019","Steffensen, J. F."," Univ Washington, Friday Harbor Labs, Seattle, WA 98195 USA",-122.3,47.7
" Seoul 133791,  South Korea","WOS:000314447700007","Kim, Ryeo-Ok"," Hanyang Univ, Dept Chem, Coll Nat Sci, Seoul 133791, South Korea",127,37.6
" Seoul 133791,  South Korea","WOS:000314447700007","Kim, Bo-Mi"," Hanyang Univ, Dept Chem, Coll Nat Sci, Seoul 133791, South Korea",127,37.6
" Seoul 133791,  South Korea","WOS:000314447700007","Lee, Jae-Seong"," Hanyang Univ, Dept Chem, Coll Nat Sci, Seoul 133791, South Korea",127,37.6
" Seoul 133791,  South Korea","WOS:000314447700007","Hwang, Dae-Sik"," Hanyang Univ, Grad Sch, Dept Mol & Environm Biosci, Seoul 133791, South Korea",127,37.6
" Seoul 133791,  South Korea","WOS:000314447700007","Rhee, Jae-Sung"," Hanyang Univ, Res Inst Nat Sci, Seoul 133791, South Korea",127,37.6
" Seoul 133791,  South Korea","WOS:000314447700007","Lee, Jae-Seong"," Hanyang Univ, Res Inst Nat Sci, Seoul 133791, South Korea",127,37.6
" Sete,  France","WOS:000310600500174","Gaertner, Daniel"," IRD Inst Rech Dev, UMR EME Exploited Marine Ecosyst 212, Sete, France",3.7,43.4
" Sfax 3038,  Tunisia","WOS:000296039400002","Balti, Rafik"," Univ Sfax, Lab Genie Enzymat & Microbiol, Ecole Natl Ingn Sfax, Sfax 3038, Tunisia",10.7,34.7
" Sfax 3038,  Tunisia","WOS:000296039400002","Bougatef, Ali"," Univ Sfax, Lab Genie Enzymat & Microbiol, Ecole Natl Ingn Sfax, Sfax 3038, Tunisia",10.7,34.7
" Sfax 3038,  Tunisia","WOS:000296039400002","Hayet, Ben Khaled"," Univ Sfax, Lab Genie Enzymat & Microbiol, Ecole Natl Ingn Sfax, Sfax 3038, Tunisia",10.7,34.7
" Sfax 3038,  Tunisia","WOS:000296039400002","Nasri, Moncef"," Univ Sfax, Lab Genie Enzymat & Microbiol, Ecole Natl Ingn Sfax, Sfax 3038, Tunisia",10.7,34.7
" Shandong,  Peoples R China","WOS:000328731800122","Liu, Shufang"," Chinese Acad Fishery Sci, Yellow Sea Fisheries Res Inst, Qingdao, Shandong, Peoples R China",116,36.5
" Shandong,  Peoples R China","WOS:000328731800122","Zhuang, Zhimeng"," Chinese Acad Fishery Sci, Yellow Sea Fisheries Res Inst, Qingdao, Shandong, Peoples R China",116,36.5
" Shanghai 201306,  Peoples R China","WOS:000334395800002","Feng, Jianbin"," Shanghai Ocean Univ, Minist Educ, Key Lab Explorat & Utilizat Aquat Genet Resources, Shanghai 201306, Peoples R China",121.5,31.2
" Shanghai 201306,  Peoples R China","WOS:000334395800002","Li, Jiale"," Shanghai Ocean Univ, Minist Educ, Key Lab Explorat & Utilizat Aquat Genet Resources, Shanghai 201306, Peoples R China",121.5,31.2
" Shanghai,  Peoples R China","WOS:000310537400007","Li, Yunkai"," Shanghai Ocean Univ, Lingang New City 201306, Shanghai, Peoples R China",121.5,31.2
" Shanghai,  Peoples R China","WOS:000316223900010","Shen, W."," Minist Agr, Key & Open Lab Marine & Estuarine Fisheries, Shanghai, Peoples R China",121.5,31.2
" Shanghai,  Peoples R China","WOS:000322528400007","Guan, Wenjiang"," Shanghai Ocean Univ, Coll Marine Sci, Shanghai, Peoples R China",121.5,31.2
" Shimane 6908504,  Japan","WOS:000311525800011","Seto, Koji"," Shimane Univ, Res Ctr Coastal Lagoon Environm, Matsue, Shimane 6908504, Japan",133.1,35.5
" Shizuoka 4310214,  Japan","WOS:000342220700020","Hosoya, Sho"," Univ Tokyo, Grad Sch Agr & Life Sci, Fisheries Lab, Hamamatsu, Shizuoka 4310214, Japan",137.6,34.7
" Shizuoka 4310214,  Japan","WOS:000342220700020","Mizuno, Naoki"," Univ Tokyo, Grad Sch Agr & Life Sci, Fisheries Lab, Hamamatsu, Shizuoka 4310214, Japan",137.6,34.7
" Shizuoka 4310214,  Japan","WOS:000342220700020","Kikuchi, Kiyoshi"," Univ Tokyo, Grad Sch Agr & Life Sci, Fisheries Lab, Hamamatsu, Shizuoka 4310214, Japan",137.6,34.7
" Shizuoka,  Japan","WOS:000335963100020","Kimoto, Ai"," Natl Res Inst Far Seas Fisheries, Shizuoka, Japan",138.4,35
" Shizuoka,  Japan","WOS:000335963100020","Sakai, Osamu"," Natl Res Inst Far Seas Fisheries, Shizuoka, Japan",138.4,35
" Silkeborg,  Denmark","WOS:000319349400010","Therkildsen, Nina Overgaard"," Tech Univ Denmark, Natl Inst Aquat Resources, Sect Populat Ecol & Genet, Silkeborg, Denmark",9.6,56.2
" Silkeborg,  Denmark","WOS:000319349400010","Hemmer-Hansen, Jakob"," Tech Univ Denmark, Natl Inst Aquat Resources, Sect Populat Ecol & Genet, Silkeborg, Denmark",9.6,56.2
" Silkeborg,  Denmark","WOS:000319349400010","Meldrup, Dorte"," Tech Univ Denmark, Natl Inst Aquat Resources, Sect Populat Ecol & Genet, Silkeborg, Denmark",9.6,56.2
" Silkeborg,  Denmark","WOS:000319349400010","Bonanomi, Sara"," Tech Univ Denmark, Natl Inst Aquat Resources, Sect Populat Ecol & Genet, Silkeborg, Denmark",9.6,56.2
" Silkeborg,  Denmark","WOS:000319349400010","Nielsen, Einar Eg"," Tech Univ Denmark, Natl Inst Aquat Resources, Sect Populat Ecol & Genet, Silkeborg, Denmark",9.6,56.2
" Snaefellsbaer,  Iceland","WOS:000332382000025","Westfall, Kristen M."," VOR Marine Res Ctr, IS-355 Nordurtangi, Snaefellsbaer, Iceland",-23.7,64.9
" Soborg,  Denmark","WOS:000310596100001","Sloth, Jens J."," Tech Univ Denmark, Natl Food Inst DTU Food, Soborg, Denmark",12.5,55.7
" Socorro,  NM 87801 USA","WOS:000300584200008","Person, Mark"," New Mexico Inst Min & Technol, Socorro, NM 87801 USA",-106.9,34.1
" Solomons,  MD 20688 USA","WOS:000331600200009","Peer, A. C."," Univ Maryland, Chesapeake Biol Lab, Ctr Environm Sci, Solomons, MD 20688 USA",-76.5,38.3
" Solomons,  MD 20688 USA","WOS:000331600200009","Miller, T. J."," Univ Maryland, Chesapeake Biol Lab, Ctr Environm Sci, Solomons, MD 20688 USA",-76.5,38.3
" Solomons,  MD 20688 USA","WOS:000333412000008","Miller, Thomas J."," Univ Maryland, Chesapeake Biol Lab, Ctr Environm Sci, Solomons, MD 20688 USA",-76.5,38.3
" Solomons,  MD 20688 USA","WOS:000335963100020","Secor, David H."," Univ Maryland, Chesapeake Biol Lab, Ctr Environm Sci, Solomons, MD 20688 USA",-76.5,38.3
" Solon,  OH 44139 USA","WOS:000334138300035","Villot, Dominique"," Nestle R&D, Solon, OH 44139 USA",-81.4,41.4
" Solon,  OH 44139 USA","WOS:000339457500065","Villot, Dominique"," Nestle R&D, Solon, OH 44139 USA",-81.4,41.4
" Somerset,  England","WOS:000307492800020","Dyer, Keith"," Milverton, Taunton TA4 1PU, Somerset, England",-2.9,51.1
" Songkhla 90000,  Thailand","WOS:000303293500014","Thanuthong, Thanongsak"," Songkhla Rajabhat Univ, Fac Agr Technol, Songkhla 90000, Thailand",100.6,7.2
" Songkhla,  Thailand","WOS:000305822500009","Thanuthong, T."," Songkhla Rajabhat Univ, Fac Agr Technol, Songkhla, Thailand",100.6,7.2
" Songkhla,  Thailand","WOS:000330164300009","Benjakul, Soottawat"," Prince Songkla Univ, Fac Agroind, Dept Food Technol, Hat Yai, Songkhla, Thailand",100.6,7.2
" Songkhla,  Thailand","WOS:000335816400026","Srichanun, Manee"," Prince Songkla Univ, Fac Nat Resources, Dept Aquat Sci, Hat Yai 90112, Songkhla, Thailand",100.6,7.2
" Songkhla,  Thailand","WOS:000335816400026","Tantikitti, Chutima"," Prince Songkla Univ, Fac Nat Resources, Dept Aquat Sci, Hat Yai 90112, Songkhla, Thailand",100.6,7.2
" Songkhla,  Thailand","WOS:000335816400026","Chotikachinda, Rutchanee"," Prince Songkla Univ, Fac Nat Resources, Dept Aquat Sci, Hat Yai 90112, Songkhla, Thailand",100.6,7.2
" Sonora,  Mexico","WOS:000302986400039","Arvizu-Flores, Aldo A."," Univ Sonora, Dept Ciencias Quim Biol, Hermosillo 83000, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000302986400039","Quintero-Reyes, Idania E."," Univ Sonora, Dept Ciencias Quim Biol, Hermosillo 83000, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000302986400039","Castillo-Yanez, Francisco J."," Univ Sonora, Dept Ciencias Quim Biol, Hermosillo 83000, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000302986400039","Felix-Lopez, Martha"," Ctr Invest Alimentac & Desarrollo, Hermosillo 83000, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000302986400039","Islas-Osuna, Maria A."," Ctr Invest Alimentac & Desarrollo, Hermosillo 83000, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000302986400039","Yepiz-Plascencia, Gloria"," Ctr Invest Alimentac & Desarrollo, Hermosillo 83000, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000302986400039","Pacheco-Aguilar, Ramon"," Ctr Invest Alimentac & Desarrollo, Hermosillo 83000, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000302986400039","Sotelo-Mundo, Rogerio R."," Ctr Invest Alimentac & Desarrollo, Hermosillo 83000, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000316357800002","Gloria Villalba-Villalba, Ana"," CIAD, Hermosillo 83304, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000316357800002","Carlos Ramirez-Suarez, Juan"," CIAD, Hermosillo 83304, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000316357800002","Pacheco-Aguilar, Ramon"," CIAD, Hermosillo 83304, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000316357800002","Miriam Valenzuela-Soto, Elisa"," CIAD, Hermosillo 83304, Sonora, Mexico",-110.3,29.3
" Sonora,  Mexico","WOS:000316357800002","Elena Lugo-Sanchez, Maria"," CIAD, Hermosillo 83304, Sonora, Mexico",-110.3,29.3
" Sopot,  Poland","WOS:000299073500011","Kijewska, A."," Polish Acad Sci, Inst Oceanol, Dept Genet & Marine Biotechnol, Sopot, Poland",18.6,54.4
" Sopot,  Poland","WOS:000299073500011","Kalamarz-Kubiak, H."," Polish Acad Sci, Inst Oceanol, Dept Genet & Marine Biotechnol, Sopot, Poland",18.6,54.4
